kata,ipa,e_count
burak,buraʔ,0
baptisan,baptisan,0
mendaras,məndaras,1
dodot,dodot,0
selangkangan,səlaŋkaŋan,1
cerkau,tʃərkau,1
menggema,məŋgəma,2
diborong,diboroŋ,0
jenama,dʒənama,1
ketimpangan,kətimpaŋan,1
merajut,məradʒut,1
danta,danta,0
kecerlangan,kətʃərlaŋan,2
bersuamikan,bərsuamikan,1
pauh,pauh,0
bun,bun,0
baret,baret,1
penyiar,pəɲiar,1
sudip,sudip,0
cekarau,tʃəkarau,1
tembakang,təmbakaŋ,1
penyuluh,pəɲuluh,1
berperingkat,bərpəriŋkat,2
memancar,məmantʃar,1
kepitan,kəpitan,1
mustafa,mustafa,0
sus,sus,0
kepadanya,kəpadaɲa,1
belibat,bəlibat,1
menguat,məŋuat,1
halnya,halɲa,0
kesenangan,kəsənaŋan,2
hidrokarbon,hidrokarbon,0
berdangdut,bərdaŋdut,1
evangeli,evaŋeli,2
platform,platform,0
pintasan,pintasan,0
ringgit,riŋgit,0
terbeli,tərbəli,2
mengagas,məŋagas,1
membaringkan,məmbariŋkan,1
mengerik,məŋəriʔ,2
semprit,səmprit,1
belut,bəlut,1
bercunduk,bərtʃunduʔ,1
cemoohan,tʃəmoʔohan,1
tafsir,tafsir,0
benalu,bənalu,1
remas,rəmas,1
berdatangan,bərdataŋan,1
pempek,pempeʔ,2
kecendekiawanan,kətʃəndəkiawanan,3
basal,basal,0
mengahadkan,məŋahadkan,1
teritip,təritip,1
komposisi,komposisi,0
bahunya,bahuɲa,0
belulang,bəlulaŋ,1
busai,busai,0
wahai,wahai,0
kamus,kamus,0
mendenging,məndəŋiŋ,2
dibawakan,dibawakan,0
itik,itiʔ,0
keriput,kəriput,1
bantal,bantal,0
mengulurkan,məŋulurkan,1
ilusi,ilusi,0
antiwirawan,antiwirawan,0
legalisasi,legalisasi,1
hendaknya,həndaʔɲa,1
menandakan,mənandakan,1
meliput,məliput,1
cangkang,tʃaŋkaŋ,0
musabab,musabab,0
cunduk,tʃunduʔ,0
badong,badoŋ,0
meremang,mərəmaŋ,2
ketola,kətola,1
kelit,kəlit,1
golak,golaʔ,0
circir,tʃirtʃir,0
jujuran,dʒudʒuran,0
kekhususan,kəʔhususan,1
kekacauan,kəkatʃauan,1
menganggalkan,məŋaŋgalkan,1
otak,otaʔ,0
konvoi,konvoi,0
avontur,avontur,0
ceracam,tʃəratʃam,1
melonjak,məlondʒaʔ,1
lemari,ləmari,1
teral,təral,1
budaya,budaja,0
menepis,mənəpis,2
diperingatkan,dipəriŋatkan,1
membersihkan,məmbərsihkan,2
kealpaan,kəalpaʔan,1
sengget,seŋget,2
teluki,təluki,1
bius,bius,0
kawak,kawaʔ,0
refleksi,refleʔsi,2
antul,antul,0
ketepel,kətəpel,3
pikirannya,pikiranɲa,0
penyayang,pəɲajaŋ,1
aeroskop,aeroskop,1
berbukit,bərbukit,1
galak,galaʔ,0
terdaya,tərdaja,1
berkelun,bərkəlun,2
dicampakkan,ditʃampaʔkan,0
mengganjal,məŋgandʒal,1
got,got,0
temaah,təmaʔah,1
menyambungkan,məɲambuŋkan,1
urban,urban,0
nasyid,nasjid,0
buhuk,buhuʔ,0
celepik,tʃələpiʔ,2
lengan,ləŋan,1
selangat,səlaŋat,1
beladu,bəladu,1
dadal,dadal,0
tambal,tambal,0
cabo,tʃabo,0
riadah,riadah,0
memekik,məməkiʔ,2
tempa,təmpa,1
pelota,pelota,1
persimpangan,pərsimpaŋan,1
carteran,tʃartəran,1
berkurang,bərkuraŋ,1
berhibur,bərhibur,1
mengenali,məŋənali,2
kerawit,kərawit,1
terserempak,tərsərəmpaʔ,3
melayangkan,məlajaŋkan,1
berkerak,bərkəraʔ,2
tergigit,tərgigit,1
ditangani,ditaŋani,0
bengkelai,bəŋkəlai,2
penjalin,pəndʒalin,1
berburai,bərburai,1
mediasi,mediasi,1
mengimbau,məŋimbau,1
perasaanmu,pərasaʔanmu,1
bekertak,bəkərtaʔ,2
runduk,runduʔ,0
pisit,pisit,0
seiring,səiriŋ,1
terseberangi,tərsəbəraŋi,3
licik,litʃiʔ,0
cencawan,tʃəntʃawan,1
derakan,dərakan,1
tebasan,təbasan,1
aklamasi,aʔlamasi,0
pembasuhan,pəmbasuhan,1
mempercayai,məmpərtʃajai,2
tegang,təgaŋ,1
karet,karet,1
pinjamkan,pindʒamkan,0
menyensus,məɲensus,2
emanasi,emanasi,1
tambak,tambaʔ,0
abadi,abadi,0
beralas,bəralas,1
getir,gətir,1
sergapan,sərgapan,1
temak,təmaʔ,1
berdaftar,bərdaftar,1
kenduri,kənduri,1
teologi,teologi,1
perengus,pərəŋus,2
membacah,məmbatʃah,1
mendiani,məndiani,1
disumpah,disumpah,0
sentosa,səntosa,1
penyerta,pəɲərta,2
da,da,0
lift,lift,0
mal,mal,0
antariksawati,antariʔsawati,0
jelaskan,dʒəlaskan,1
cuik,tʃuiʔ,0
sumbangan,sumbaŋan,0
bersekongkol,bərsəkoŋkol,2
finalis,finalis,0
sempuras,səmpuras,1
mengernyih,məŋərɲih,2
membandering,məmbandəriŋ,2
tempaus,təmpaus,1
percaturan,pərtʃaturan,1
pengering,pəŋəriŋ,2
merugi,mərugi,1
turbin,turbin,0
disambar,disambar,0
penunjuk,pənundʒuʔ,1
agnostik,agnostiʔ,0
kebetulan,kəbətulan,2
undangan,undaŋan,0
antropologi,antropologi,0
sikat,sikat,0
berduel,bərduel,2
ubat,ubat,0
kampungan,kampuŋan,0
gizi,gizi,0
dari,dari,0
dihadiri,dihadiri,0
bertepi,bərtəpi,2
pengawabau,pəŋawabau,1
pailit,pailit,0
coplok,tʃoploʔ,0
mukhtasar,muʔhtasar,0
pematangan,pəmataŋan,1
mundar mandir,mundarmandir,0
raung,rauŋ,0
indikasi,indikasi,0
cokol,tʃokol,0
setana,sətana,1
ekonomi,ekonomi,1
tantang,tantaŋ,0
biografi,biografi,0
kufur,kufur,0
dagelan,dagəlan,1
menyerosoh,məɲərosoh,2
berdesis,bərdəsis,2
rajin,radʒin,0
bersekolah,bərsəkolah,2
ketus,kətus,1
ditentukan,ditəntukan,1
ahlulkitab,ahlulkitab,0
baiklah,baiʔlah,0
mengetok,məŋətoʔ,2
ban,ban,0
langgeng,laŋgəŋ,1
mempertontonkan,məmpərtontonkan,2
menggairahkan,məŋgairahkan,1
bikini,bikini,0
membenarkan,məmbənarkan,2
criping,tʃripiŋ,0
tenaga,tənaga,1
membawahi,məmbawahi,1
bersari,bərsari,1
sejenis,sədʒənis,2
menyambung,məɲambuŋ,1
menunggang balikkan,mənuŋgaŋbaliʔkan,1
pengusiran,pəŋusiran,1
golok,goloʔ,0
paru,paru,0
curam,tʃuram,0
kerasulan,kərasulan,1
bergelimpangan,bərgəlimpaŋan,2
kidal,kidal,0
penelangkaian,pənəlaŋkaian,2
celung,tʃəluŋ,1
setung,sətuŋ,1
kerah,kərah,1
berdesah,bərdəsah,2
ambilkan,ambilkan,0
kekedotan,kəkədotan,2
diamati,diamati,0
beradakan,bəradakan,1
andak,andaʔ,0
perbuat,pərbuat,1
oceh,otʃeh,1
bebandos,bəbandos,1
bersalam,bərsalam,1
bercuki,bərtʃuki,1
bakar,bakar,0
bising,bisiŋ,0
membangunkan,məmbaŋunkan,1
penerjemah,pənərdʒəmah,3
ultrasonik,ultrasoniʔ,0
menggunakan,məŋgunakan,1
ecer,etʃer,2
bederma,bədərma,2
jamban,dʒamban,0
siarkan,siarkan,0
mendetail,məndetail,2
mencorotkan,məntʃorotkan,1
menjahitkan,məndʒahitkan,1
menyemburkan,məɲəmburkan,2
menumpukan,mənumpukan,1
mencampak,məntʃampaʔ,1
penyejuk,pəɲədʒuʔ,2
perfeksi,perfeʔsi,2
bersanggul,bərsaŋgul,1
skala,skala,0
memburaikan,məmburaikan,1
berbisikan,bərbisikan,1
kelocak,kəlotʃaʔ,1
tercalar,tərtʃalar,1
pembatalan,pəmbatalan,1
caran,tʃaran,0
gempur,gəmpur,1
meningkatnya,məniŋkatɲa,1
dos,dos,0
pendekar,pəndekar,2
nafsu,nafsu,0
kerinting,kərintiŋ,1
bermilik,bərmiliʔ,1
regang,rəgaŋ,1
khalifah,ʔhalifah,0
mekanisasi,mekanisasi,1
kesangsang,kəsaŋsaŋ,1
ayat,ajat,0
mencetus,məntʃətus,2
mengangin,məŋaŋin,1
lalap,lalap,0
pulanglah,pulaŋlah,0
menantu,mənantu,1
mengabdikan,məŋabdikan,1
penyerah terimaan,pəɲərahtərimaʔan,3
berdering,bərdəriŋ,2
kebocoran,kəbotʃoran,1
bahaya,bahaja,0
tangguh,taŋguh,0
aerosol,aerosol,1
berasas,bərasas,1
klinis,ʔlinis,0
pecahnya,pətʃahɲa,1
dramatis,dramatis,0
kerdas,kərdas,1
akas,akas,0
bersengkang,bərseŋkaŋ,2
pembawang,pəmbawaŋ,1
sekilwak,səkilwaʔ,1
amburadul,amburadul,0
didampingi,didampiŋi,0
sempada,səmpada,1
yassin,jassin,0
berus,bərus,1
teradili,təradili,1
cemani,tʃəmani,1
mengagunkan,məŋagunkan,1
reaksioner,reaʔsioner,2
radius,radius,0
kendana,kəndana,1
penelanjangan,pənəlandʒaŋan,2
ecek,etʃeʔ,2
menghambur,məŋhambur,1
peribadi,pəribadi,1
steril,steril,1
kero,kero,1
infeksi,infeʔsi,1
alamanda,alamanda,0
terlerai,tərlərai,2
mementang,məməntaŋ,2
damah,damah,0
bersebaran,bərsəbaran,2
penarafan,pənarafan,1
bongsor,boŋsor,0
kong,koŋ,0
keblinger,kəbliŋər,2
perekonomian,pərekonomian,2
bicara,bitʃara,0
khazanah,ʔhazanah,0
celaan,tʃəlaʔan,1
depannya,dəpanɲa,1
membalur,məmbalur,1
uncang,untʃaŋ,0
cenangau,tʃənaŋau,1
sekeras,səkəras,2
dam,dam,0
diajar,diadʒar,0
sebagaimana,səbagaimana,1
semang,səmaŋ,1
sastra,sastra,0
cap,tʃap,0
bijaksanawan,bidʒaʔsanawan,0
hadis,hadis,0
belembang,bələmbaŋ,2
menghubungkan,məŋhubuŋkan,1
bertimbun,bərtimbun,1
menyetem,məɲətem,3
pengapitan,pəŋapitan,1
berbeleng,bərbeleŋ,3
penyidik,pəɲidiʔ,1
ciri,tʃiri,0
bersepan,bərsəpan,2
kentut,kəntut,1
lowong,lowoŋ,0
putik,putiʔ,0
meniadakan,məniadakan,1
serdi,sərdi,1
asimtot,asimtot,0
jurang,dʒuraŋ,0
diambil,diambil,0
cakiak,tʃakiaʔ,0
dikirimkan,dikirimkan,0
memurkai,məmurkai,1
anaerobik,anaerobiʔ,1
meluruskan,məluruskan,1
terasakan,tərasakan,1
berdansa,bərdansa,1
transfer,transfər,1
dimuat,dimuat,0
berselimutkan,bərsəlimutkan,2
betik,bətiʔ,1
mendongkrak,məndoŋʔraʔ,1
kirab,kirab,0
menengil,mənəŋil,2
soko,soko,0
pecinan,pətʃinan,1
bercekik,bərtʃəkiʔ,2
persembahyangan,pərsəmbahjaŋan,2
kelangkan,kəlaŋkan,1
mendewasakan,məndewasakan,2
membuas,məmbuas,1
lingkar,liŋkar,0
nautika,nautika,0
nadzir,nadzir,0
julang,dʒulaŋ,0
dangkal,daŋkal,0
memerahkan,məmerahkan,2
tuah,tuah,0
penyesah,pəɲəsah,2
bersemen,bərsəmen,3
al qur an,alkurʔan,0
belangkas,bəlaŋkas,1
membedel,məmbədel,3
mencampang,məntʃampaŋ,1
menjaringkan,məndʒariŋkan,1
mode,modə,1
debil,dəbil,1
promosi,promosi,0
bunut,bunut,0
keabadian,kəabadian,1
zodiak,zodiaʔ,0
dibentuk,dibəntuʔ,1
merenggut,mərəŋgut,2
madu,madu,0
dumung,dumuŋ,0
tantangan,tantaŋan,0
pengadun,pəŋadun,1
penciptaan,pəntʃiptaʔan,1
kapel,kapel,1
cuek,tʃueʔ,1
petan,petan,1
mempertunangkan,məmpərtunaŋkan,2
terika,tərika,1
pencekik,pəntʃəkiʔ,2
menyedihkan,məɲədihkan,2
ketiap,kətiap,1
dipukul,dipukul,0
sukma,suʔma,0
diutamakan,diutamakan,0
sirap,sirap,0
dibagi,dibagi,0
pula,pula,0
hening,həniŋ,1
pengawinan,pəŋawinan,1
kerubut,kərubut,1
aji,adʒi,0
seluler,seluler,2
salah,salah,0
searti,səarti,1
gelitik,gəlitiʔ,1
canguk,tʃaŋuʔ,0
keleneng,kəleneŋ,3
lidahku,lidahku,0
rekening,rekəniŋ,2
selira,səlira,1
primer,primer,1
audiogram,audiogram,0
diguncang,diguntʃaŋ,0
catek,tʃateʔ,1
cengkol,tʃeŋkol,1
terjadinya,tərdʒadiɲa,1
mengejap,məŋədʒap,2
kejengkelan,kədʒeŋkelan,3
kategori,katəgori,1
dol,dol,0
pengasuransian,pəŋasuransian,1
memelopori,məməlopori,2
terconggok,tərtʃoŋgoʔ,1
peminggiran,pəmiŋgiran,1
mambang,mambaŋ,0
mahkamah,mahkamah,0
konsesi,konsesi,1
tembadau,təmbadau,1
mengambung,məŋambuŋ,1
tekstil,teʔstil,1
pencopotan,pəntʃopotan,1
sinilah,sinilah,0
menghantam,məŋhantam,1
gerhana,gərhana,1
rapi,rapi,0
pentatonik,pentatoniʔ,1
sedih,sədih,1
kondisi,kondisi,0
nafasnya,nafasɲa,0
perbedaan,pərbedaʔan,2
komputer,komputər,1
penyalur,pəɲalur,1
jingkrak,dʒiŋʔraʔ,0
congkak,tʃoŋkaʔ,0
sekeliling,səkəliliŋ,2
terkejut,tərkədʒut,2
besing,bəsiŋ,1
muluk,muluʔ,0
biduan,biduan,0
gaduh,gaduh,0
membolot,məmbolot,1
keanggunan,kəaŋgunan,1
akaid,akaid,0
membandari,məmbandari,1
enyah,əɲah,1
mayang,majaŋ,0
nobat,nobat,0
ujian,udʒian,0
gue,gue,1
astronomi,astronomi,0
autarki,autarki,0
kernai,kərnai,1
diketik,dikətiʔ,1
bayonet,bajonet,1
mengamputasi,məŋamputasi,1
gemala,gəmala,1
kehinaan,kəhinaʔan,1
birokrat,biroʔrat,0
kedeki,kədəki,2
pengagihan,pəŋagihan,1
terkesima,tərkəsima,2
hembus,həmbus,1
penyeleksi,pəɲeleʔsi,3
prioritas,prioritas,0
penafsiran,pənafsiran,1
berkejang,bərkədʒaŋ,2
pendiriannya,pəndirianɲa,1
wacana,watʃana,0
menjemur,məndʒəmur,2
pembawa,pəmbawa,1
merengek,məreŋeʔ,3
liwat,liwat,0
penumpangnya,pənumpaŋɲa,1
perkerisan,pərkərisan,2
mengampukan,məŋampukan,1
mengantul,məŋantul,1
balam,balam,0
kelupur,kəlupur,1
jompo,dʒompo,0
adu,adu,0
disalahkannya,disalahkanɲa,0
tertekun,tərtəkun,2
seriawan,səriawan,1
tertindas,tərtindas,1
mengatapi,məŋatapi,1
kolibri,kolibri,0
sabak,sabaʔ,0
memandang,məmandaŋ,1
penyedih,pəɲədih,2
taufan,taufan,0
pencoba,pəntʃoba,1
depun,dəpun,1
dibongkar,diboŋkar,0
sembelih,səmbəlih,2
memorandum,memorandum,1
menebang,mənəbaŋ,2
merevolusikan,mərevolusikan,2
dongkol,doŋkol,0
perumpamaan,pərumpamaʔan,1
mahligai,mahligai,0
menyebrot,məɲəbrot,2
purut,purut,0
dati,dati,0
menggagalkan,məŋgagalkan,1
rengek,reŋeʔ,2
bagasi,bagasi,0
kenaikan,kənaikan,1
cenayang,tʃənajaŋ,1
selayang,səlajaŋ,1
membatukkan,məmbatuʔkan,1
jeruji,dʒərudʒi,1
bersyarat,bərsjarat,1
bendesa,bəndesa,2
menerpa,mənərpa,2
berdiri,bərdiri,1
mencukur,məntʃukur,1
selat,səlat,1
kelantang,kəlantaŋ,1
menekap,mənəkap,2
sekelebatan,səkəlebatan,3
lonceng,lontʃeŋ,1
konfirmasi,konfirmasi,0
cangkir,tʃaŋkir,0
kesertaan,kəsərtaʔan,2
cip,tʃip,0
peragih,pəragih,1
kejujurannya,kədʒudʒuranɲa,1
keteloran,kəteloran,2
sengkeran,səŋkəran,2
menggerenyet,məŋgəreɲet,4
nasionalisasi,nasionalisasi,0
menyelampitkan,məɲəlampitkan,2
bersemangat,bərsəmaŋat,2
hero,hero,1
membeginikan,məmbəginikan,2
mengerepas,məŋərəpas,3
pantalon,pantalon,0
pernik,pərniʔ,1
darjah,dardʒah,0
mengernyitkan,məŋərɲitkan,2
melabur,məlabur,1
membelanjakan,məmbəlandʒakan,2
berterap,bərtərap,2
menyeluruh,məɲəluruh,2
celingukan,tʃəliŋukan,1
berpahat,bərpahat,1
adalah,adalah,0
atmometer,atmometər,2
penggalian,pəŋgalian,1
karena,karəna,1
genapi,gənapi,1
keracak,kəratʃaʔ,1
komedi,komedi,1
automobil,automobil,0
mang,maŋ,0
kefasikan,kəfasikan,1
deposan,deposan,1
belubu,bəlubu,1
bujang,budʒaŋ,0
terlambat,tərlambat,1
melurus,məlurus,1
pemercepat,pəmərtʃəpat,3
mengembat,məŋəmbat,2
utusan,utusan,0
menipu,mənipu,1
tetra,tetra,1
bolak,bolaʔ,0
dihantam,dihantam,0
congki,tʃoŋki,0
bundel,bundəl,1
mengemudikan,məŋəmudikan,2
kehendaknya,kəhəndaʔɲa,2
kura,kura,0
santa,santa,0
menepung tawari,mənəpuŋtawari,2
menyerah terimakan,məɲərahtərimakan,3
ceracap,tʃəratʃap,1
membangkitkan,məmbaŋkitkan,1
cemplung,tʃəmpluŋ,1
merokok,mərokoʔ,1
sateria,satəria,1
sekembali,səkəmbali,2
kemarahan,kəmarahan,1
beramanat,bəramanat,1
berkobar,bərkobar,1
bilateral,bilatəral,1
kucil,kutʃil,0
tuas,tuas,0
gemalai,gəmalai,1
merdesa,mərdesa,2
comot,tʃomot,0
penganak tirian,pəŋanaktirian,1
penaklukan,pənaʔlukan,1
dalaman,dalaman,0
telegram,telegram,2
caruk,tʃaruʔ,0
bakso,baʔso,0
kesenioran,kəsenioran,2
memuji,məmudʒi,1
kepahitan,kəpahitan,1
pemijat,pəmidʒat,1
kepul,kəpul,1
semampu,səmampu,1
rapatkan,rapatkan,0
menimpa,mənimpa,1
berserudi,bərsərudi,2
akuntansi,akuntansi,0
antun,antun,0
menghuni,məŋhuni,1
kepel,kəpəl,2
mengauskan,məŋauskan,1
radak,radaʔ,0
kutub,kutub,0
bahu,bahu,0
perseptif,pərseptif,2
dirusakkan,dirusaʔkan,0
selayak,səlajaʔ,1
kecubung,kətʃubuŋ,1
digugat,digugat,0
pengki,pəŋki,1
pangku,paŋku,0
mungil,muŋil,0
secampin,sətʃampin,1
bekerjalah,bəkərdʒalah,2
berguncang,bərguntʃaŋ,1
branwir,branwir,0
individualis,individualis,0
dongengan,doŋeŋan,1
harpa,harpa,0
stereotip,stereotip,2
ozon,ozon,0
kerahan,kərahan,1
petrol,petrol,1
jemput,dʒəmput,1
bereaksi,bəreaʔsi,2
prosedur,prosədur,1
otobis,otobis,0
menyejatkan,məɲədʒatkan,2
bentangur,bəntaŋur,1
cengis,tʃəŋis,1
terpenting,tərpəntiŋ,2
tunakarya,tunakarja,0
bertongkat,bərtoŋkat,1
segi,səgi,1
dogel,dogel,1
dahsyat,dahsjat,0
perlip,pərlip,1
kedelai,kədəlai,2
anunasika,anunasika,0
karnaval,karnaval,0
curai,tʃurai,0
antigen,antigen,1
anjang,andʒaŋ,0
pengerih,pəŋərih,2
tersandung,tərsanduŋ,1
ulur,ulur,0
mengageni,məŋageni,2
bidai,bidai,0
belatung,bəlatuŋ,1
merebus,mərəbus,2
mencungap,məntʃuŋap,1
biuku,biuku,0
mengurut,məŋurut,1
saus,saus,0
atak,ataʔ,0
visual,visual,0
mengeti,məŋəti,2
seksolog,seʔsolog,1
berantak,bərantaʔ,1
dalem,daləm,1
sumber,sumbər,1
cik,tʃiʔ,0
pelepas,pələpas,2
derel,dərel,2
dijangkau,didʒaŋkau,0
diisinya,diʔisiɲa,0
arifin,arifin,0
sentil,səntil,1
penerapan,pənərapan,2
cadung,tʃaduŋ,0
merit,merit,1
pancaroba,pantʃaroba,0
tembus,təmbus,1
tergabung,tərgabuŋ,1
selisih,səlisih,1
agam,agam,0
berhasrat,bərhasrat,1
menyudahi,məɲudahi,1
mendedas,məndədas,2
cucunya,tʃutʃuɲa,0
kesadaran,kəsadaran,1
sebungkus,səbuŋkus,1
penonjolan,pənondʒolan,1
reklamasi,reʔlamasi,1
diletakkan,dilətaʔkan,1
rehat,rehat,1
perikemanusiaan,pərikəmanusiaʔan,2
aso,aso,0
tamatan,tamatan,0
akuarium,akuarium,0
keseharian,kəsəharian,2
ranum,ranum,0
dom,dom,0
bulangan,bulaŋan,0
selulur,səlulur,1
sosial,sosial,0
bercahaya,bərtʃahaja,1
ampek,ampəʔ,1
bekal,bəkal,1
digulingkan,diguliŋkan,0
isi,isi,0
dor,dor,0
sedalam,sədalam,1
berpendidikan,bərpəndidikan,2
karun,karun,0
sejak,sədʒaʔ,1
meruntun,məruntun,1
memperlunak,məmpərlunaʔ,2
keselapan,kəsəlapan,2
puluh,puluh,0
nepotisme,nepotismə,2
belaan,bəlaʔan,1
geli,gəli,1
latam,latam,0
ebek,ebeʔ,2
ceduk,tʃəduʔ,1
mengumpan,məŋumpan,1
timbunan,timbunan,0
terselip,tərsəlip,2
dikeluarkan,dikəluarkan,1
jeritan,dʒəritan,1
pengembaraan,pəŋəmbaraʔan,2
pengantin,pəŋantin,1
sesenap,səsənap,2
samin,samin,0
berbentar,bərbentar,2
mengusap,məŋusap,1
sudu,sudu,0
kempuh,kəmpuh,1
kerosong,kərosoŋ,1
detar,dətar,1
bulu,bulu,0
gigihnya,gigihɲa,0
ekstrinsik,eʔstrinsiʔ,1
pengecapan,pəŋətʃapan,2
beralun,bəralun,1
serot,sərot,1
mendahsyat,məndahsjat,1
alpa,alpa,0
meronda,məronda,1
pion,pion,0
kodok,kodoʔ,0
antidepresan,antidepresan,2
tank,tanʔ,0
penggiat,pəŋgiat,1
komoditi,komoditi,0
kerapis,kərapis,1
dilempari,dilempari,1
boros,boros,0
kondusif,kondusif,0
amanah,amanah,0
penempel,pənempel,3
perkembang biakan,pərkəmbaŋbiakan,2
jujitsu,dʒudʒitsu,0
periferi,periferi,2
kilan,kilan,0
lesung,ləsuŋ,1
keaiban,kəaiban,1
sambar,sambar,0
runcit,runtʃit,0
merepotkan,mərepotkan,2
pelik,pəliʔ,1
seawal,səawal,1
mengawurkan,məŋawurkan,1
pertempuran,pərtəmpuran,2
pendamping,pəndampiŋ,1
membayankan,məmbajankan,1
etnik,etniʔ,1
pecundang,pətʃundaŋ,1
agan,agan,0
gam,gam,0
mencacap,məntʃatʃap,1
pengemukaan,pəŋəmukaʔan,2
pertelingkahan,pərtəliŋkahan,2
bedel,bədel,2
diskotek,diskoteʔ,1
celupak,tʃəlupaʔ,1
derum,dərum,1
bercangkung,bərtʃaŋkuŋ,1
ugama,ugama,0
mimbar,mimbar,0
pelikan,pelikan,1
biarlah,biarlah,0
bacang,batʃaŋ,0
penggaga,pəŋgaga,1
ayang,ajaŋ,0
peraduan,pəraduan,1
pencahayaan,pəntʃahajaʔan,1
penikmatan,pəniʔmatan,1
membaluti,məmbaluti,1
kupon,kupon,0
tembis,təmbis,1
mencukupkan,məntʃukupkan,1
berketepatan,bərkətəpatan,3
kadang,kadaŋ,0
idola,idola,0
seloroh,səloroh,1
mempercantik,məmpərtʃantiʔ,2
kekalahan,kəkalahan,1
bapanda,bapanda,0
menyerendengkan,məɲərendeŋkan,4
profesionalisme,profesionalismə,2
dipanggil,dipaŋgil,0
menyiasat,məɲiasat,1
kehel,kehel,2
durnois,durnois,0
menyelingkup,məɲəliŋkup,2
terbayar,tərbajar,1
implementasi,implementasi,2
abuh,abuh,0
kasti,kasti,0
krem,ʔrem,1
tumbang,tumbaŋ,0
klise,ʔlise,1
kelimut,kəlimut,1
dimarahinya,dimarahiɲa,0
garnisun,garnisun,0
pembidangan,pəmbidaŋan,1
kara,kara,0
bocoran,botʃoran,0
kononnya,kononɲa,0
sejiwa,sədʒiwa,1
berpelitur,bərpəlitur,2
alot,alot,0
mendesir,məndəsir,2
curi,tʃuri,0
korban,korban,0
politeknik,politeʔniʔ,1
torehan,torehan,1
terkesan,tərkəsan,2
terperuk,tərpəruʔ,2
gonggongan,goŋgoŋan,0
membotolkan,məmbotolkan,1
merata,mərata,1
autopsi,autopsi,0
bermarkas,bərmarkas,1
absorptif,absorptif,0
memasukkan,məmasuʔkan,1
lekang,ləkaŋ,1
kuprum,kuprum,0
digubris,digubris,0
mengalun,məŋalun,1
sembahyang,səmbahjaŋ,1
mencaduk,məntʃaduʔ,1
menceti,məntʃeti,2
memulai,məmulai,1
melilitkan,məlilitkan,1
semboyan,səmbojan,1
terkecai,tərkətʃai,2
dinamik,dinamiʔ,0
kredit,ʔredit,1
krematorium,ʔrematorium,1
mengantuk,məŋantuʔ,1
baka,baka,0
menolakkan,mənolaʔkan,1
bur,bur,0
pembuangan,pəmbuaŋan,1
melelahkan,mələlahkan,2
sekala,səkala,1
difraksi,difraʔsi,0
kaligrafi,kaligrafi,0
kabisat,kabisat,0
mencantolkan,məntʃantolkan,1
seluas,səluas,1
terbuat,tərbuat,1
tamar,tamar,0
memuatkan,məmuatkan,1
mencatat,məntʃatat,1
berkebetulan,bərkəbətulan,3
kesempatan,kəsəmpatan,2
larinya,lariɲa,0
diadakannya,diadakanɲa,0
menyeratkan,məɲəratkan,2
pengejar,pəŋədʒar,2
mengarsir,məŋarsir,1
bundung,bunduŋ,0
masakanmu,masakanmu,0
teraju,təradʒu,1
pial,pial,0
hidu,hidu,0
keputeraan,kəputəraʔan,2
sejagat,sədʒagat,1
formalistis,formalistis,0
hudud,hudud,0
narkotik,narkotiʔ,0
tercemar,tərtʃəmar,2
teodolit,teodolit,1
nun,nun,0
menit,mənit,1
selongkar,səloŋkar,1
hadirnya,hadirɲa,0
serengam,sərəŋam,2
studinya,studiɲa,0
menggulingkan,məŋguliŋkan,1
yung,juŋ,0
bengis,bəŋis,1
gitar,gitar,0
memperdamaikan,məmpərdamaikan,2
kuota,kuota,0
kerjakan,kərdʒakan,1
cipratan,tʃipratan,0
bendi,bendi,1
kejen,kədʒen,2
melamin,məlamin,1
pemburuan,pəmburuan,1
taji,tadʒi,0
cegah,tʃəgah,1
dangka,daŋka,0
kangkang,kaŋkaŋ,0
sawat,sawat,0
dipesan,dipəsan,1
pepton,pepton,1
halamannya,halamanɲa,0
datung,datuŋ,0
menjawat,məndʒawat,1
bintal,bintal,0
berduri,bərduri,1
memperamat,məmpəramat,2
bermalas,bərmalas,1
utan,utan,0
mengisytiharkan,məŋisjtiharkan,1
memecut,məmətʃut,2
satin,satin,0
berargumen,bərargumen,2
perkongsian,pərkoŋsian,1
mengistirahatkan,məŋistirahatkan,1
memperlemah,məmpərləmah,3
menyeramkan,məɲəramkan,2
berenda,bərenda,2
baktinya,baʔtiɲa,0
kuntum,kuntum,0
perminyakan,pərmiɲakan,1
ginekologi,ginekologi,1
mengukuhkan,məŋukuhkan,1
risau,risau,0
takabur,takabur,0
keduniawian,kəduniawian,1
panji,pandʒi,0
pin,pin,0
iklan,iʔlan,0
elusan,əlusan,1
gelas,gəlas,1
kulak,kulaʔ,0
cekit,tʃəkit,1
penghentian,pəŋhəntian,2
terkecil,tərkətʃil,2
bejat,bədʒat,1
menceteng,məntʃeteŋ,3
putar,putar,0
mengeloni,məŋeloni,2
seteman,səteman,2
mencibir,məntʃibir,1
sepencapai,səpəntʃapai,2
menerbangkan,mənərbaŋkan,2
binar,binar,0
sufi,sufi,0
anyir,aɲir,0
memestikan,məməstikan,2
lutut,lutut,0
kedwimukaan,kədwimukaʔan,1
menyadap,məɲadap,1
digambar,digambar,0
menceker,məntʃeker,3
futuristis,futuristis,0
