kata,ipa
tingkap,tiŋkap
pemetik,pəmətiʔ
anjir,andʒir
pendahuluan,pəndahuluan
kecekapan,kətʃəkapan
berkeluarga,bərkəluarga
penjamin,pəndʒamin
menjengkelkan,məndʒeŋkelkan
bukut,bukut
mendewakan,məndewakan
berbendera,bərbəndera
agal,agal
menggelontor,məŋgəlontor
berduli,bərduli
fit,fit
aromatik,aromatiʔ
apapun,apapun
seharian,səharian
amsal,amsal
jadinya,dʒadiɲa
dang,daŋ
goncangan,gontʃaŋan
berdengki,bərdəŋki
kutip,kutip
tepik,təpiʔ
perikarditis,perikarditis
penceramah,pəntʃəramah
musyawarah,musjawarah
baluh,baluh
keki,keki
bermodal,bərmodal
membonceng,məmbontʃeŋ
loak,loaʔ
mendongak,məndoŋaʔ
ditelan,ditəlan
mulus,mulus
khotbah,ʔhotbah
menyengkak,məɲəŋkaʔ
berkobar,bərkobar
desertir,desertir
acuman,atʃuman
mendecur,məndətʃur
bergetar,bərgətar
buak,buaʔ
budinya,budiɲa
argumentasi,argumentasi
cencawan,tʃəntʃawan
membaiki,məmbaiki
bandusa,bandusa
transmigrasi,transmigrasi
lipstik,lipstiʔ
ran,ran
adempauze,adəmpauzə
saidina,saidina
onggok,oŋgoʔ
terpelihara,tərpəlihara
memendam,məməndam
selasar,səlasar
bakir,bakir
belakang,bəlakaŋ
debas,dəbas
berdebat,bərdebat
ketersediaan,kətərsədiaʔan
akor,akor
petis,pətis
modifikasi,modifikasi
pemangkas,pəmaŋkas
mempertimbangkan,məmpərtimbaŋkan
memerseni,məmərseni
memperadik,məmpəradiʔ
devaluasi,devaluasi
bersekolah,bərsəkolah
menulahi,mənulahi
pacu,patʃu
sembuh,səmbuh
setopan,sətopan
mencagut,məntʃagut
menyesak,məɲəsaʔ
menindik,mənindiʔ
coreng,tʃoreŋ
menduduki,mənduduki
tandatangan,tandataŋan
penyaringan,pəɲariŋan
harta,harta
akuk,akuʔ
sedia,sədia
menyelar,məɲəlar
pengejaran,pəŋədʒaran
seremoni,seremoni
memperkedok,məmpərkədoʔ
pembebasan,pəmbebasan
merawal,mərawal
penyembahan,pəɲəmbahan
geologi,geologi
perdah,pərdah
deras,dəras
tubir,tubir
dengap,dəŋap
serumpun,sərumpun
akal,akal
dongkak,doŋkaʔ
sedimentasi,sedimentasi
dislokasi,dislokasi
menekap,mənəkap
penebaran,pənebaran
rumbai,rumbai
bantai,bantai
mengayunkan,məŋajunkan
caisim,tʃaisim
terjeblos,tərdʒəblos
cubitan,tʃubitan
restriksi,restriʔsi
masalah,masalah
disunat,disunat
membela,məmbela
bakalan,bakalan
deskripsi,desʔripsi
mendesau,məndəsau
bertulis,bərtulis
bipolar,bipolar
pembacok,pəmbatʃoʔ
peot,peot
dikte,diʔte
menasihati,mənasihati
sabun,sabun
saleh,saleh
sesamanya,səsamaɲa
botang,botaŋ
sabri,sabri
saksi,saʔsi
akumulator,akumulator
kawak,kawaʔ
sungguhpun,suŋguhpun
didirikannya,didirikanɲa
adibintang,adibintaŋ
diagonal,diagonal
adikuasa,adikuasa
lokek,lokeʔ
melambungkan,məlambuŋkan
mencit,məntʃit
berganjak,bərgandʒaʔ
urgen,urgen
enteng,enteŋ
mempunyai,məmpuɲai
longsor,loŋsor
bernobat,bərnobat
dedal,dedal
kegenapan,kəgənapan
mencabuti,məntʃabuti
dua,dua
bontot,bontot
dikacau,dikatʃau
jutaan,dʒutaʔan
afiliasi,afiliasi
temenggung,təməŋguŋ
selangka,səlaŋka
bidasan,bidasan
mengkategorikan,məŋkatəgorikan
keduk,kəduʔ
mengaras,məŋaras
langkah,laŋkah
kerpai,kərpai
masaknya,masaʔɲa
gerinjal,gərindʒal
anjangsana,andʒaŋsana
mengkelan,məŋkəlan
klarinet,ʔlarinet
sapaan,sapaʔan
pemerunan,pəmərunan
kelimpungan,kəlimpuŋan
serobok,səroboʔ
kau,kau
titah,titah
litar,litar
cengut,tʃəŋut
menyepuk,məɲəpuʔ
lazat,lazat
empuk,əmpuʔ
antitoksin,antitoʔsin
terayomi,tərajomi
bren,bren
cukong,tʃukoŋ
menyengetkan,məɲeŋetkan
berjiwa,bərdʒiwa
betutu,bətutu
menaja,mənadʒa
berganda,bərganda
prosiding,prosidiŋ
ansa,ansa
selat,səlat
berjela,bərdʒela
dum,dum
bumel,buməl
mengayum,məŋajum
merasa,mərasa
menimpakan,mənimpakan
sejalan,sədʒalan
mengeliminasi,məŋeliminasi
membesar,məmbəsar
mengangka,məŋaŋka
pecai,petʃai
terasing,tərasiŋ
sih,sih
kertak,kərtaʔ
gempita,gəmpita
sumbu,sumbu
hancing,hantʃiŋ
penggambaran,pəŋgambaran
mendiris,məndiris
diperbantukan,dipərbantukan
membina,məmbina
pera,pəra
poliklinik,poliʔliniʔ
sokoguru,sokoguru
vokal,vokal
denah,denah
umur,umur
jahanam,dʒahanam
pembikinan,pəmbikinan
membentur,məmbəntur
fantasi,fantasi
introver,introver
pentolan,pəntolan
dibelinya,dibəliɲa
misi,misi
mendoan,məndoan
tersendok,tərsendoʔ
pendarasan,pəndarasan
ramal,ramal
paprika,paprika
eklektikus,eʔleʔtikus
membenari,məmbənari
agung,aguŋ
memekau,məməkau
dambin,dambin
keakasan,kəakasan
dolan,dolan
bersebab,bərsəbab
penuhnya,pənuhɲa
uncang,untʃaŋ
handai,handai
dijatuhkannya,didʒatuhkanɲa
crat,tʃrat
kepingan,kəpiŋan
mawas,mawas
dabal,dabal
pijak,pidʒaʔ
pelamin,pəlamin
menampun,mənampun
geologis,geologis
penyeleweng,pəɲəleweŋ
ara,ara
kelembuai,kələmbuai
al,al
pengangguran,pəŋaŋguran
suatu,suatu
penagih,pənagih
mata,mata
amali,amali
asistensi,asistensi
trek,treʔ
petas,pətas
mengaplus,məŋaplus
canggai,tʃaŋgai
compes,tʃompes
berhalangan,bərhalaŋan
diagnostik,diagnostiʔ
perangsang,pəraŋsaŋ
klitoris,ʔlitoris
terpakai,tərpakai
terambung,tərambuŋ
mengoyakkan,məŋojaʔkan
gerigi,gərigi
mencekok,məntʃəkoʔ
dinamisator,dinamisator
kubah,kubah
mengimpitnya,məŋimpitɲa
mencabau,məntʃabau
berbuka,bərbuka
teokrasi,teoʔrasi
kompres,kompres
pengalokasian,pəŋalokasian
ago go,ago-go
idola,idola
berasimilasi,bərasimilasi
berkemudi,bərkəmudi
genderang,gəndəraŋ
pramuniaga,pramuniaga
berasing,bərasiŋ
celur,tʃəlur
mempersemaikan,məmpərsəmaikan
tapioka,tapioka
berkesan,bərkəsan
kampanye,kampaɲə
bangus,baŋus
proton,proton
penyeranta,pəɲəranta
ditemukan,ditəmukan
pemuda,pəmuda
hiu,hiu
kekasaran,kəkasaran
penampang,pənampaŋ
dosir,dosir
memelas,məməlas
memegas,məməgas
tulis,tulis
beranggotakan,bəraŋgotakan
ketidak tentuan,kətidak-təntuan
borci,bortʃi
bija,bidʒa
silikat,silikat
akhir,aʔhir
ak ak,ak-aʔ
kupu,kupu
pemendekan,pəmendekan
telepuk,tələpuʔ
geofisika,geofisika
kebangunan,kəbaŋunan
memanjati,məmandʒati
mengelak,məŋelaʔ
cemburuan,tʃəmburuan
senggut,səŋgut
alur,alur
be,be
hanyalah,haɲalah
stesen,stesən
disempurnakan,disəmpurnakan
mengesip,məŋəsip
membuak,məmbuaʔ
legiun,legiun
pelumas,pəlumas
cincin,tʃintʃin
kebinatangan,kəbinataŋan
penyelinapan,pəɲəlinapan
berwisata,bərwisata
diksi,diʔsi
cutak,tʃutaʔ
klep,ʔlep
pengasoan,pəŋasoan
ketara,kətara
tutorial,tutorial
gilap,gilap
mengetengi,məŋeteŋi
tolok,toloʔ
keraguan,kəraguan
curiah,tʃuriah
narkosis,narkosis
sengon,seŋon
mengekstrak,məŋeʔstraʔ
pembayar,pəmbajar
lekuk,ləkuʔ
pencarian,pəntʃarian
inilah,inilah
catuan,tʃatuan
tersekat,tərsəkat
berumput,bərumput
berasap,bərasap
cumi,tʃumi
melakonkan,məlakonkan
luas,luas
sealim,səalim
skop,skop
keselamatan,kəsəlamatan
demikian,dəmikian
peminat,pəminat
acar,atʃar
terpandang,tərpandaŋ
alabio,alabio
pengunduran,pəŋunduran
pengarit,pəŋarit
kokok,kokoʔ
cobek,tʃobeʔ
mengeraskan,məŋəraskan
tersenget,tərseŋet
karbol,karbol
kerakah,kərakah
anggar,aŋgar
bunjai,bundʒai
bingkis,biŋkis
meriang,məriaŋ
menyerendengkan,məɲərendeŋkan
menjejaki,məndʒədʒaki
berpadu,bərpadu
pengepulan,pəŋəpulan
raung,rauŋ
rumus,rumus
tersedih,tərsədih
membenturkan,məmbənturkan
kerai,kərai
adab,adab
menggelarkan,məŋgəlarkan
mencagil,məntʃagil
mudahan,mudahan
pelasah,pəlasah
mencucup,məntʃutʃup
penyempurnaan,pəɲəmpurnaʔan
pendahulu,pəndahulu
beranda,bəranda
terakup,tərakup
tiba,tiba
keantikan,kəantikan
getol,gətol
kuburan,kuburan
berdengkur,bərdəŋkur
mengklasifikasikan,məŋʔlasifikasikan
perbungaan,pərbuŋaʔan
bersempang,bərsempaŋ
merentang,mərəntaŋ
meridian,meridian
deodoran,deodoran
menggelinjang,məŋgəlindʒaŋ
melilit,məlilit
tercemas,tərtʃəmas
aksis,aʔsis
sempoyongan,səmpojoŋan
moga,moga
campung,tʃampuŋ
koalisi,koalisi
bodi,bodi
ketentaraan,kətəntaraʔan
pertelevisian,pərtelevisian
dibacakan,dibatʃakan
beragam,bəragam
mencitrakan,məntʃitrakan
sehasta,səhasta
romantika,romantika
linen,linən
kukuruyuk,kukurujuʔ
dihadapinya,dihadapiɲa
lekang,ləkaŋ
bersubsidi,bərsubsidi
mencentong,məntʃentoŋ
memperduakan,məmpərduakan
membungkamkan,məmbuŋkamkan
capung,tʃapuŋ
kamit,kamit
terkap,tərkap
penceriaan,pəntʃəriaʔan
calak,tʃalaʔ
tatap,tatap
bekuku,bəkuku
tetesan,tetesan
menyerot,məɲərot
serbet,sərbet
terperuak,tərpəruaʔ
gendongan,gendoŋan
melatah,məlatah
ambil,ambil
risau,risau
tanda,tanda
ditinggalkan,ditiŋgalkan
pensterilan,pənsterilan
bergulat,bərgulat
mengutus,məŋutus
mendaftarkan,məndaftarkan
keledai,kələdai
idealis,idealis
penampungan,pənampuŋan
sepihak,səpihaʔ
pesam,pəsam
ganjil,gandʒil
bebek,bebeʔ
penduk,pənduʔ
perangan,pəraŋan
pengumpulan,pəŋumpulan
menceret,məntʃəret
asan,asan
mampus,mampus
memperadabkan,məmpəradabkan
berucap,bərutʃap
amortisasi,amortisasi
mendengkul,məndəŋkul
pembaikan,pəmbaikan
juwita,dʒuwita
bedeng,bedeŋ
titian,titian
pertikaian,pərtikaian
pukul,pukul
kejang,kədʒaŋ
menggamit,məŋgamit
luncur,luntʃur
ubun ubun,ubun-ubun
tunjang,tundʒaŋ
hantaran,hantaran
kancah,kantʃah
tekong,tekoŋ
menyempil,məɲəmpil
kabupaten,kabupaten
kolekte,koleʔtə
terpimpin,tərpimpin
pelampang,pəlampaŋ
tegah,təgah
petut,pətut
global,global
bertabiat,bərtabiat
biri,biri
almanak,almanaʔ
terlupa,tərlupa
hadiah,hadiah
pertekstilan,pərteʔstilan
pengawalnya,pəŋawalɲa
terisak,tərisaʔ
catat,tʃatat
pembudayaan,pəmbudajaʔan
cekikan,tʃəkikan
san,san
tarian,tarian
kejapan,kədʒapan
penyetor,pəɲətor
didengarkan,didəŋarkan
nyatalah,ɲatalah
pengancaman,pəŋantʃaman
inframerah,inframerah
struktur,struʔtur
penginjil,pəŋindʒil
kina,kina
bancik,bantʃiʔ
selisir,səlisir
melayakkan,məlajaʔkan
antusiasme,antusiasmə
kasad,kasad
ditunggu,dituŋgu
berantun,bərantun
mencocok,məntʃotʃoʔ
berbasiskan,bərbasiskan
bosan,bosan
menyalami,məɲalami
kasasi,kasasi
centil,tʃəntil
sepuh,səpuh
keseharian,kəsəharian
mengupayakan,məŋupajakan
seramik,seramiʔ
akuarium,akuarium
segeh,segeh
gulung,guluŋ
bordir,bordir
mencermini,məntʃərmini
berakah,bərakah
biri biri,biri-biri
loceng,lotʃeŋ
kecemaran,kətʃəmaran
menengking,mənəŋkiŋ
mencunam,məntʃunam
gebu,gəbu
agitasi,agitasi
antem,antəm
saput,saput
bundel,bundəl
skematis,skematis
menyelangi,məɲəlaŋi
dipersoalkan,dipərsoalkan
pelopor,pəlopor
mencair,məntʃair
syahbandar,sjahbandar
bongkak,boŋkaʔ
bertualang,bərtualaŋ
dilengkapi,diləŋkapi
peternakan,pətərnakan
bimbang,bimbaŋ
tablo,tablo
kesedihan,kəsədihan
mengeramasi,məŋəramasi
disidangkan,disidaŋkan
paralel,paralel
dihidangkannya,dihidaŋkanɲa
jembatan,dʒəmbatan
fukaha,fukaha
berlonggok,bərloŋgoʔ
rompong,rompoŋ
faksimili,faʔsimili
ceding,tʃədiŋ
bencah,bəntʃah
menumpaskan,mənumpaskan
mencepatkan,məntʃəpatkan
amen,amen
acang,atʃaŋ
tahu,tahu
eyang,ejaŋ
diperbanyakkan,dipərbaɲaʔkan
rendah,rəndah
mengkudu,məŋkudu
berkecuali,bərkətʃuali
terberumbun,tərbərumbun
berseluk,bərsəluʔ
kurva,kurva
betik,bətiʔ
dipuji,dipudʒi
atak,ataʔ
mabuk,mabuʔ
memanfaatkan,məmanfaʔatkan
tersengih,tərsəŋih
milad,milad
mencuarkan,məntʃuarkan
berumah,bərumah
mencuit,məntʃuit
wa,wa
terkelola,tərkəlola
kreatif,ʔreatif
beraspal,bəraspal
simpatisan,simpatisan
cerek,tʃereʔ
pengangonan,pəŋaŋonan
dihalangi,dihalaŋi
kelikir,kəlikir
setren,sətren
menugaskan,mənugaskan
berpantingan,bərpantiŋan
kupang,kupaŋ
penempel,pənempel
inspeksi,inspeʔsi
kesakitan,kəsakitan
darji,dardʒi
pintunya,pintuɲa
ditambahkan,ditambahkan
mengentengkan,məŋenteŋkan
penegakan,pənəgakan
corek,tʃoreʔ
ketibaan,kətibaʔan
menepung tawari,mənəpuŋ-tawari
perombakan,pərombakan
klik,ʔliʔ
payung,pajuŋ
ambek,ambəʔ
mengaktifkan,məŋaʔtifkan
menyejukkan,məɲədʒuʔkan
diperdengarkan,dipərdəŋarkan
mengotori,məŋotori
mencupar,məntʃupar
dangar,daŋar
produktif,produʔtif
pelekok,pəlekoʔ
serindai,sərindai
kernyih,kərɲih
merembes,mərembes
kecabaran,kətʃabaran
berlidah,bərlidah
kemasukan,kəmasukan
mengigau,məŋigau
dirangkum,diraŋkum
bermasam,bərmasam
keekstreman,kəeʔstreman
pengukir,pəŋukir
mengejuju,məŋədʒudʒu
penggalian,pəŋgalian
bentos,bəntos
motif,motif
mengetik,məŋətiʔ
dicari,ditʃari
menyempitkan,məɲəmpitkan
memastikan,məmastikan
disimilasi,disimilasi
mengabarkan,məŋabarkan
hangat,haŋat
permanganat,permaŋanat
tenuk,tənuʔ
bagang,bagaŋ
nantilah,nantilah
seks,seʔs
kemudaratan,kəmudaratan
panggil,paŋgil
berkementam,bərkəməntam
senteng,senteŋ
lepra,lepra
pemasaran,pəmasaran
petualang,pətualaŋ
menggali,məŋgali
tetas,tətas
menyebat,məɲəbat
dikenalnya,dikənalɲa
pemantauan,pəmantauan
menyeri,məɲəri
mempersoalkan,məmpərsoalkan
memuliakan,məmuliakan
setiba,sətiba
diizinkan,diʔizinkan
penjagaan,pəndʒagaʔan
sentada,səntada
selimpang,səlimpaŋ
pendurhaka,pəndurhaka
bongkor,boŋkor
gitar,gitar
karantina,karantina
gagang,gagaŋ
nunsius,nunsius
absenteisme,absenteismə
kecilnya,kətʃilɲa
monogram,monogram
berpidato,bərpidato
segani,səgani
kepala,kəpala
mertabat,mərtabat
pergulatan,pərgulatan
menyembelih,məɲəmbəlih
kecabuhan,kətʃabuhan
korsase,korsasə
berlabuh,bərlabuh
keluarnya,kəluarɲa
upaya,upaja
daki,daki
stadion,stadion
asnad,asnad
pemutaran,pəmutaran
terkempa,tərkəmpa
pendaran,pəndaran
penahanan,pənahanan
cat,tʃat
cing,tʃiŋ
senuk,sənuʔ
meracun,məratʃun
dagangan,dagaŋan
stereoskop,stereoskop
falsafah,falsafah
keuangan,kəuaŋan
melengkapi,mələŋkapi
arahan,arahan
gada,gada
alkah,alkah
memainkan,məmainkan
terbebani,tərbəbani
garisan,garisan
tigabelas,tigabəlas
berbinikan,bərbinikan
antre,antre
adaptif,adaptif
berderuk,bərdəruʔ
gempar,gəmpar
abstrak,abstraʔ
ditegur,ditəgur
perundingan,pərundiŋan
mamalia,mamalia
angsuran,aŋsuran
jering,dʒəriŋ
protoplasma,protoplasma
pelesit,pələsit
menyelekehi,məɲəlekehi
penangkap,pənaŋkap
ayam,ajam
terhubung,tərhubuŋ
keramat,kəramat
membasi,məmbasi
buangan,buaŋan
keelastisan,kəelastisan
senyawaan,səɲawaʔan
taun,taun
mencanangkan,məntʃanaŋkan
dub,dub
senggugu,səŋgugu
memborgol,məmborgol
muslihat,muslihat
penerbangan,pənərbaŋan
sentagi,səntagi
paranoid,paranoid
radiogram,radiogram
mengelikkan,məŋəliʔkan
karbonat,karbonat
bubul,bubul
mengakses,məŋaʔses
mengerabu,məŋərabu
mantri,mantri
cabau,tʃabau
kesebatan,kəsebatan
diobati,diobati
cempurit,tʃəmpurit
baron,baron
perian,pərian
impit,impit
sedompol,sədompol
waad,waʔad
bahannya,bahanɲa
kesudahannya,kəsudahanɲa
diragukan,diragukan
perkusi,perkusi
mesti,məsti
jimak,dʒimaʔ
mengikhtiarkan,məŋiʔhtiarkan
berdengking,bərdəŋkiŋ
jangkau,dʒaŋkau
amandel,amandəl
dara,dara
anita,anita
jaring,dʒariŋ
respek,respeʔ
menolak,mənolaʔ
menganduh,məŋanduh
perot,perot
paleografi,paleografi
mendiktekan,məndiʔtekan
keseragaman,kəsəragaman
aspiran,aspiran
hisab,hisab
cabir,tʃabir
terpetik,tərpətiʔ
kecukupan,kətʃukupan
berbagi,bərbagi
bakso,baʔso
paradoks,paradoʔs
setelempap,sətələmpap
bawakan,bawakan
terbeting,tərbətiŋ
cupak,tʃupaʔ
galvanis,galvanis
berpikiran,bərpikiran
memerintahi,məmərintahi
ekstensifikasi,eʔstensifikasi
disertasi,disərtasi
vulgar,vulgar
kelayakan,kəlajakan
negeri,nəgəri
kanun,kanun
gaji,gadʒi
perangkatan,pəraŋkatan
disuguhi,disuguhi
memedihkan,məmədihkan
pembayangan,pəmbajaŋan
nonfiksi,nonfiʔsi
drama,drama
mobilitas,mobilitas
membanyak,məmbaɲaʔ
tercurah,tərtʃurah
berboyong,bərbojoŋ
materialisme,materialismə
anorganik,anorganiʔ
carah,tʃarah
pembilasan,pəmbilasan
novis,novis
pengkal,peŋkal
kerencung,kərəntʃuŋ
sebura,səbura
pengecut,pəŋətʃut
semenjana,səməndʒana
degan,dəgan
membelikan,məmbəlikan
baharu,baharu
caing,tʃaiŋ
medik,mediʔ
mencemeti,məntʃəməti
delman,delman
penetasan,pənətasan
sending,sendiŋ
waduk,waduʔ
penjelajah,pəndʒəladʒah
pelples,pelples
mendasar,məndasar
otoriter,otoriter
dipegang,dipəgaŋ
barok,baroʔ
menghela,məŋhela
semiotik,semiotiʔ
senapang,sənapaŋ
menyerangsang,məɲəraŋsaŋ
baterai,batərai
menyusupkan,məɲusupkan
pesuk,pəsuʔ
zain,zain
menentui,mənəntui
bukunya,bukuɲa
bersungut,bərsuŋut
kedelapan,kədəlapan
setai,sətai
ditumbuhi,ditumbuhi
menyejarahkan,məɲədʒarahkan
berciuman,bərtʃiuman
mujair,mudʒair
bancakan,bantʃakan
dididik,dididiʔ
umbi,umbi
meniduri,məniduri
maulud,maulud
memesrakan,məməsrakan
dihapus,dihapus
vikariat,vikariat
detikan,dətikan
menyadap,məɲadap
urutan,urutan
baduyut,badujut
membutuhkan,məmbutuhkan
bestelan,bəstelan
disiapkan,disiapkan
amis,amis
pengerih,pəŋərih
ketegukan,kətəgukan
pangkas,paŋkas
metil,metil
kepal,kəpal
bersenyawa,bərsəɲawa
pariwisata,pariwisata
kedung,kəduŋ
analekta,analeʔta
mengamplopkan,məŋamplopkan
lalai,lalai
berwali,bərwali
anakku,anaʔku
mengaruniai,məŋaruniai
derajat,dəradʒat
kelek,keleʔ
zina,zina
penjenayah,pəndʒənajah
abaran,abaran
berlakon,bərlakon
jamban,dʒamban
pakar,pakar
mencubit,məntʃubit
canaian,tʃanaian
mendedel,məndedel
diler,dilər
bercekah,bərtʃəkah
bungur,buŋur
pot,pot
bintat,bintat
periferi,periferi
kroket,ʔroket
lombong,lomboŋ
hong,hoŋ
membubung,məmbubuŋ
menyenak,məɲənaʔ
terjalin,tərdʒalin
gendang,gəndaŋ
tunawisma,tunawisma
sambung,sambuŋ
distansi,distansi
datum,datum
lupus,lupus
berbisa,bərbisa
penyebarluasan,pəɲəbarluasan
penyembelih,pəɲəmbəlih
termometer,termometər
gagak,gagaʔ
mencetuskan,məntʃətuskan
susut,susut
maizena,maizena
hidu,hidu
terduduk,tərduduʔ
tenun,tənun
nyambar,ɲambar
afiks,afiʔs
diberikannya,dibərikanɲa
burayak,burajaʔ
alergis,alergis
perbandingan,pərbandiŋan
memerintah,məmərintah
ketegaran,kətəgaran
menunggui,mənuŋgui
berjam,bərdʒam
sol,sol
lemparkan,lemparkan
filsuf,filsuf
terteleng,tərteleŋ
mencorek,məntʃoreʔ
hanyutkan,haɲutkan
anaerob,anaerob
membal,məmbal
rembatan,rembatan
belukut,bəlukut
dabak,dabaʔ
mengacarakan,məŋatʃarakan
gunung,gunuŋ
tersenyum,tərsəɲum
seguna,səguna
kekurusan,kəkurusan
persemayaman,pərsəmajaman
mengulur,məŋulur
menghanyutkan,məŋhaɲutkan
didapati,didapati
pencadang,pəntʃadaŋ
percontoh,pərtʃontoh
monorel,monorel
awadara,awadara
ukur,ukur
tampang,tampaŋ
terciduk,tərtʃiduʔ
bendari,bəndari
semunian,səmunian
konsultan,konsultan
penyertifikatan,pəɲertifikatan
terambang,tərambaŋ
gantungan,gantuŋan
sentuk,səntuʔ
cangap,tʃaŋap
pengimbang,pəŋimbaŋ
uang,uaŋ
seburas,səburas
tulangnya,tulaŋɲa
ambivalen,ambivalen
lakunya,lakuɲa
dibalas,dibalas
menenggala,mənəŋgala
berkemampuan,bərkəmampuan
kirab,kirab
alibi,alibi
menyedihkan,məɲədihkan
kesenimanan,kəsənimanan
cekres,tʃəʔres
hidrologi,hidrologi
gelama,gəlama
gian,gian
berpandu,bərpandu
kunyit,kuɲit
aktif,aʔtif
membikin,məmbikin
dituliskan,dituliskan
pencacahjiwaan,pəntʃatʃahdʒiwaʔan
penyeretan,pəɲeretan
menimbuni,mənimbuni
bual,bual
orangtuamu,oraŋtuamu
cabar,tʃabar
rajin,radʒin
siakap,siakap
arteri,artəri
teguran,təguran
selepe,səlepe
menambak,mənambaʔ
induksi,induʔsi
keruan,kəruan
keri,kəri
anglung,aŋluŋ
disusul,disusul
estetis,estetis
pengabdi,pəŋabdi
benuang,bənuaŋ
abses,abses
tem,tem
berdaya cipta,bərdaja-tʃipta
pejaka,pədʒaka
belatung,bəlatuŋ
suku,suku
berdesingan,bərdəsiŋan
pemberita,pəmbərita
degenerasi,degenerasi
persoalan,pərsoalan
jambore,dʒambore
berdekap,bərdəkap
parang,paraŋ
kudus,kudus
perponding,pərpondiŋ
mencos,mentʃos
bulu,bulu
bahuku,bahuku
besarnya,bəsarɲa
kerekot,kərekot
ba da,baʔda
kopiah,kopiah
inisiasi,inisiasi
tompok,tompoʔ
memperkaya,məmpərkaja
indekos,indəkos
ajengan,adʒəŋan
frasa,frasa
pengikis,pəŋikis
eleng,eleŋ
janji,dʒandʒi
lempar,lempar
mika,mika
barut,barut
ketiding,kətidiŋ
sebaliknya,səbaliʔɲa
bermastautin,bərmastautin
falak,falaʔ
konspirasi,konspirasi
lagi,lagi
kementerian,kəməntərian
membedaki,məmbədaki
dicukur,ditʃukur
tumang,tumaŋ
kesengsaman,kəsəŋsaman
tinta,tinta
lumrahnya,lumrahɲa
umpamanya,umpamaɲa
anafora,anafora
pesertaan,pəsərtaʔan
jahatnya,dʒahatɲa
gelek,geleʔ
kecandan,kətʃandan
bersesuaian,bərsəsuaian
dwipurwa,dwipurwa
yassin,jassin
amar,amar
tua,tua
pendeta,pəndeta
telentang,tələntaŋ
memanjatkan,məmandʒatkan
berterap,bərtərap
pasar,pasar
bengkok,beŋkoʔ
menandatangani,mənandataŋani
bayan,bajan
menyerukan,məɲərukan
cakram,tʃaʔram
pengebom,pəŋəbom
kedalaman,kədalaman
kerosi,kərosi
hulur,hulur
kenistaan,kənistaʔan
bekas,bəkas
gir,gir
burdah,burdah
senawan,sənawan
berstamina,bərstamina
mewahyukan,məwahjukan
berkicau,bərkitʃau
berwujud,bərwudʒud
perlunya,pərluɲa
tukik,tukiʔ
latah,latah
membeli,məmbəli
tenggarang,təŋgaraŋ
dek,deʔ
astronaut,astronaut
memohon,məmohon
disalahkan,disalahkan
temin,təmin
dogma,dogma
tuala,tuala
pencukur,pəntʃukur
pelabuhan,pəlabuhan
apendisitis,apendisitis
mengatuskan,məŋatuskan
karavan,karavan
mencentang,məntʃentaŋ
manusia,manusia
geladak,gəladaʔ
apam,apam
berkurung,bərkuruŋ
mengilai,məŋilai
lehernya,leherɲa
ransum,ransum
penyepuh,pəɲəpuh
antarwilayah,antarwilajah
menghina,məŋhina
bankir,bankir
pengapungan,pəŋapuŋan
keselesaian,kəsələsaian
bondongan,bondoŋan
delik,dəliʔ
kreditor,ʔreditor
mengendap,məŋəndap
menyalahgunakan,məɲalahgunakan
superlatif,supərlatif
merealisasikan,mərealisasikan
pemberontakan,pəmbərontakan
hasan,hasan
sultan,sultan
setitik,sətitiʔ
celemotan,tʃəlemotan
kesengsem,kəsəŋsəm
menumpuk,mənumpuʔ
ekstremisme,eʔstremismə
kesukaran,kəsukaran
kelayang,kəlajaŋ
sebidang,səbidaŋ
tempa,təmpa
netra,netra
genetika,genetika
distingtif,distiŋtif
berserban,bərsərban
bun,bun
berekspresi,bəreʔspresi
sebarau,səbarau
domplengan,dompleŋan
pancaran,pantʃaran
perkereta apian,pərkəreta-apian
seangkatan,səaŋkatan
bonbon,bonbon
andesit,andesit
melabuhkan,məlabuhkan
duduki,duduki
mengambur,məŋambur
fobia,fobia
militer,militer
percik,pərtʃiʔ
lagak,lagaʔ
kempas,kəmpas
membegitukan,məmbəgitukan
bidang,bidaŋ
berdomisili,bərdomisili
dung,duŋ
basungan,basuŋan
tangisan,taŋisan
mengalangkan,məŋalaŋkan
selentik,sələntiʔ
mandian,mandian
elektris,eleʔtris
menyembamkan,məɲəmbamkan
cuba,tʃuba
teristimewa,təristimewa
orkes,orkes
pembatasan,pəmbatasan
kolese,kolesə
bestral,bəstral
sintesis,sintesis
desiran,dəsiran
menginterogasi,məŋinterogasi
keponakan,kəponakan
tahniah,tahniah
terangah,təraŋah
sulfur,sulfur
snek,sneʔ
tercium,tərtʃium
merangkap,məraŋkap
gencar,gəntʃar
